order_id,order_date,ship_date,ship_mode,customer_name,segment,state,country,market,region,product_id,category,sub_category,products,product_features,price,sales,product_cost,quantity,discount,profit,shipping_cost,order_priority,year,days_delayed,gross_margin
ES-2011-5389664,2011-02-09,2011-02-13,"Standard Class","Nat Gilpin",Corporate,Overijssel,Netherlands,EU,Central,FUR-FU-10004527,Furniture,Furnishings,"Advantus Frame","Duo Pack",53.834,266.83200000000005,176.850,3,0.2,89.98199999999999,35.11,High,2011,4,33.722
ES-2011-4342226,2011-02-09,2011-02-09,"Same Day","Clay Ludtke",Consumer,Hesse,Germany,EU,Central,OFF-BI-10002799,"Office Supplies",Binders,"Cardinal Binder Covers",Clear,-11.540,80.22,59.430,7,0,20.79,23,Critical,2011,0,25.916
ES-2011-2722980,2011-02-09,2011-02-14,"Standard Class","Hallie Redmond","Home Office",Catalonia,Spain,EU,South,FUR-BO-10001537,Furniture,Bookcases,"Ikea Corner Shelving",Metal,104.650,367.56000000000006,352.890,3,0,14.669999999999998,17.87,Medium,2011,5,3.991
ES-2011-5389664,2011-02-09,2011-02-13,"Standard Class","Nat Gilpin",Corporate,Overijssel,Netherlands,EU,Central,OFF-ST-10002263,"Office Supplies",Storage,"Rogers Trays","Wire Frame",15.745,91.125,92.970,3,0.5,-1.8449999999999989,14.63,High,2011,4,-2.025
ID-2011-61876,2011-02-09,2011-02-15,"Standard Class","Daniel Raglin","Home Office",Daejeon,"South Korea",APAC,"North Asia",OFF-ST-10003306,"Office Supplies",Storage,"Eldon File Cart","Single Width",50.565,256.74,462.240,4,0.5,-205.5,13.62,Medium,2011,6,-80.042
ID-2011-61876,2011-02-09,2011-02-15,"Standard Class","Daniel Raglin","Home Office",Daejeon,"South Korea",APAC,"North Asia",FUR-TA-10004050,Furniture,Tables,"Lesro Coffee Table","Fully Assembled",38.754,202.77599999999995,507.000,4,0.8,-304.22399999999993,11.94,Medium,2011,6,-150.030
ID-2011-55975,2011-02-09,2011-02-13,"Standard Class","Erica Hernandez","Home Office",Queensland,Australia,APAC,Oceania,FUR-FU-10002223,Furniture,Furnishings,"Deflect-O Stacking Tray",Durable,13.311,136.566,113.940,6,0.1,22.626000000000005,9.45,Medium,2011,4,16.568
ES-2011-5389664,2011-02-09,2011-02-13,"Standard Class","Nat Gilpin",Corporate,Overijssel,Netherlands,EU,Central,OFF-EN-10001993,"Office Supplies",Envelopes,"GlobeWeis Manila Envelope","Set of 50",7.985,54.78,73.440,4,0.5,-18.660000000000004,5.71,High,2011,4,-34.064
ES-2011-2722980,2011-02-09,2011-02-14,"Standard Class","Hallie Redmond","Home Office",Catalonia,Spain,EU,South,OFF-AR-10000110,"Office Supplies",Art,"Binney & Smith Sketch Pad",Blue,40.780,92.64,68.580,2,0,24.06,5.54,Medium,2011,5,25.972
ES-2011-2722980,2011-02-09,2011-02-14,"Standard Class","Hallie Redmond","Home Office",Catalonia,Spain,EU,South,OFF-BI-10002570,"Office Supplies",Binders,"Cardinal 3-Hole Punch",Clear,23.090,84.78,67.050,3,0,17.73,5.17,Medium,2011,5,20.913
ES-2011-2722980,2011-02-09,2011-02-14,"Standard Class","Hallie Redmond","Home Office",Catalonia,Spain,EU,South,OFF-ST-10001142,"Office Supplies",Storage,"Smead Folders","Wire Frame",12.054,59.616,62.280,4,0.1,-2.664,2.85,Medium,2011,5,-4.469
ES-2011-2722980,2011-02-09,2011-02-14,"Standard Class","Hallie Redmond","Home Office",Catalonia,Spain,EU,South,OFF-FA-10003836,"Office Supplies",Fasteners,"Stockwell Rubber Bands","12 Pack",13.620,47.88,43.110,3,0,4.7700000000000005,2.34,Medium,2011,5,9.962
CA-2011-125759,2011-02-09,2011-02-10,"First Class","Nathan Mautz","Home Office",Nevada,"United States",US,West,FUR-FU-10002111,Furniture,Furnishings,"Master Caster Door Stop","Large Brown",5.710,14.56,9.027,2,0,5.5328,1.57,Medium,2011,1,38.001
ID-2011-61876,2011-02-09,2011-02-15,"Standard Class","Daniel Raglin","Home Office",Daejeon,"South Korea",APAC,"North Asia",TEC-MA-10000684,Technology,Machines,"Okidata Calculator",White,23.860,25.35,46.140,1,0.5,-20.79,1.49,Medium,2011,6,-82.012
ID-2011-61876,2011-02-09,2011-02-15,"Standard Class","Daniel Raglin","Home Office",Daejeon,"South Korea",APAC,"North Asia",OFF-BI-10002632,"Office Supplies",Binders,"Acco Binding Machine",Recycled,24.455,25.725,37.560,1,0.5,-11.834999999999996,1.27,Medium,2011,6,-46.006
ID-2011-64599,2011-02-10,2011-02-15,"Standard Class","Carol Adams",Corporate,Shizuoka,Japan,APAC,"North Asia",TEC-PH-10000303,Technology,Phones,"Samsung Smart Phone",VoIP,222.440,6998.64,4059.330,11,0,2939.31,413.8,Medium,2011,5,41.998
SF-2011-8180,2011-02-10,2011-02-15,"Second Class","John Huston",Consumer,"Eastern Cape","South Africa",Africa,Africa,TEC-CIS-10002544,Technology,Phones,"Cisco Headset","Full Size",-53.340,717.8399999999999,474.000,8,0,243.84,143.07,Medium,2011,5,33.969
ES-2011-4632225,2011-02-10,2011-02-15,"Standard Class","Michelle Ellison",Corporate,Madrid,Spain,EU,South,FUR-BO-10001039,Furniture,Bookcases,"Dania Classic Bookcase",Traditional,342.810,821.5200000000001,468.300,2,0,353.22,67.95,High,2011,5,42.996
IT-2011-1181278,2011-02-10,2011-02-10,"Same Day","Paul Lucas","Home Office","Lower Saxony",Germany,EU,Central,OFF-ST-10001554,"Office Supplies",Storage,"Tenex File Cart",Industrial,-7.198,214.608,434.640,4,0.6,-220.032,60.85,High,2011,0,-102.527
IN-2011-61050,2011-02-10,2011-02-13,"First Class","Frank Olsen",Consumer,Pahang,Malaysia,APAC,"Southeast Asia",FUR-CH-10003354,Furniture,Chairs,"Novimex Bag Chairs",Black,-15.890,304.71000000000004,301.770,7,0,2.9400000000000004,59.42,Critical,2011,3,0.965
ES-2011-3818297,2011-02-10,2011-02-14,"Standard Class","Jennifer Patt",Corporate,Basel-Stadt,Switzerland,EU,Central,FUR-BO-10003968,Furniture,Bookcases,"Sauder Library with Doors",Mobile,339.730,780.3,663.300,2,0,117,50.42,Medium,2011,4,14.994
ES-2011-4744800,2011-02-10,2011-02-14,"Standard Class","Chad McGuire",Consumer,"Provence-Alpes-Côte d'Azur",France,EU,Central,TEC-MA-10003101,Technology,Machines,"Panasonic Receipt Printer",Wireless,78.765,205.53,178.980,2,0.15,26.55000000000001,24,High,2011,4,12.918
MX-2011-135552,2011-02-10,2011-02-14,"Standard Class","Quincy Jones",Corporate,Coahuila,Mexico,LATAM,North,OFF-AP-10001941,"Office Supplies",Appliances,"KitchenAid Blender",White,44.380,132.79999999999998,123.520,2,0,9.28,22.02,High,2011,4,6.988
ID-2011-64599,2011-02-10,2011-02-15,"Standard Class","Carol Adams",Corporate,Shizuoka,Japan,APAC,"North Asia",OFF-SU-10001407,"Office Supplies",Supplies,"Fiskars Trimmer","Easy Grip",22.350,307.44,236.880,7,0,70.56,21.57,Medium,2011,5,22.951
SF-2011-8180,2011-02-10,2011-02-15,"Second Class","John Huston",Consumer,"Eastern Cape","South Africa",Africa,Africa,OFF-CAR-10004408,"Office Supplies",Binders,"Cardinal 3-Hole Punch",Economy,15.330,115.2,63.360,4,0,51.84,13.47,Medium,2011,5,45.000
ES-2011-3609014,2011-02-10,2011-02-16,"Standard Class","Meg O'Connel","Home Office","North Rhine-Westphalia",Germany,EU,Central,OFF-AR-10000079,"Office Supplies",Art,"Stanley Pencil Sharpener",Fluorescent,12.400,123.9,84.300,5,0,39.6,12.38,Medium,2011,6,31.961
ID-2011-64599,2011-02-10,2011-02-15,"Standard Class","Carol Adams",Corporate,Shizuoka,Japan,APAC,"North Asia",FUR-FU-10003198,Furniture,Furnishings,"Rubbermaid Photo Frame",Erganomic,38.070,201.48,177.360,4,0,24.12,12.3,Medium,2011,5,11.971
MD-2011-8270,2011-02-10,2011-02-14,"Standard Class","Philisse Overcash","Home Office",Chisinau,Moldova,EMEA,EMEA,OFF-SME-10003530,"Office Supplies",Storage,"Smead Lockers","Wire Frame",186.050,197.49,179.730,1,0,17.759999999999998,11.44,Medium,2011,4,8.993
MX-2011-135552,2011-02-10,2011-02-14,"Standard Class","Quincy Jones",Corporate,Coahuila,Mexico,LATAM,North,OFF-EN-10003898,"Office Supplies",Envelopes,"Ames Peel and Seal","Set of 50",1.238,87.22,86.380,7,0,0.8400000000000001,11.222,High,2011,4,0.963
IT-2011-1181278,2011-02-10,2011-02-10,"Same Day","Paul Lucas","Home Office","Lower Saxony",Germany,EU,Central,OFF-BI-10000894,"Office Supplies",Binders,"Avery Binder Covers",Clear,-3.685,26.325,40.650,5,0.5,-14.324999999999998,8.95,High,2011,0,-54.416
ES-2011-4744800,2011-02-10,2011-02-14,"Standard Class","Chad McGuire",Consumer,"Provence-Alpes-Côte d'Azur",France,EU,Central,OFF-EN-10001202,"Office Supplies",Envelopes,"Kraft Clasp Envelope","with clear poly window",3.910,50.16,26.160,4,0,24,8.63,High,2011,4,47.847
MX-2011-135552,2011-02-10,2011-02-14,"Standard Class","Quincy Jones",Corporate,Coahuila,Mexico,LATAM,North,OFF-SU-10004771,"Office Supplies",Supplies,"Elite Ruler","Easy Grip",3.651,41.12,24.720,4,0,16.4,6.629,High,2011,4,39.883
MD-2011-8270,2011-02-10,2011-02-14,"Standard Class","Philisse Overcash","Home Office",Chisinau,Moldova,EMEA,EMEA,OFF-BIN-10003089,"Office Supplies",Art,"Binney & Smith Highlighters",Easy-Erase,10.580,67.44,43.200,4,0,24.24,6.28,Medium,2011,4,35.943
MX-2011-135552,2011-02-10,2011-02-14,"Standard Class","Quincy Jones",Corporate,Coahuila,Mexico,LATAM,North,OFF-EN-10000258,"Office Supplies",Envelopes,"GlobeWeis Peel and Seal","with clear poly window",10.978,66.47999999999999,53.920,4,0,12.56,5.642,High,2011,4,18.893
MD-2011-8270,2011-02-10,2011-02-14,"Standard Class","Philisse Overcash","Home Office",Chisinau,Moldova,EMEA,EMEA,FUR-RUB-10001310,Furniture,Furnishings,"Rubbermaid Photo Frame",Black,47.850,51.75,50.730,1,0,1.02,3.9,Medium,2011,4,1.971
MD-2011-8270,2011-02-10,2011-02-14,"Standard Class","Philisse Overcash","Home Office",Chisinau,Moldova,EMEA,EMEA,TEC-SAM-10001013,Technology,Phones,"Samsung Audio Dock",Cordless,166.240,169.68,139.140,1,0,30.54,3.44,Medium,2011,4,17.999
SF-2011-8180,2011-02-10,2011-02-15,"Second Class","John Huston",Consumer,"Eastern Cape","South Africa",Africa,Africa,OFF-ADV-10000177,"Office Supplies",Fasteners,"Advantus Staples",Metal,7.880,43.92,25.920,4,0,18,3.1,Medium,2011,5,40.984
MD-2011-8270,2011-02-10,2011-02-14,"Standard Class","Philisse Overcash","Home Office",Chisinau,Moldova,EMEA,EMEA,OFF-ELI-10003277,"Office Supplies",Supplies,"Elite Letter Opener","High Speed",23.850,53.39999999999999,31.020,2,0,22.38,2.85,Medium,2011,4,41.910
ES-2011-4632225,2011-02-10,2011-02-15,"Standard Class","Michelle Ellison",Corporate,Madrid,Spain,EU,South,OFF-AR-10002113,"Office Supplies",Art,"Boston Highlighters",Easy-Erase,16.900,19.14,14.940,1,0,4.199999999999999,2.24,High,2011,5,21.944
ES-2011-3818297,2011-02-10,2011-02-14,"Standard Class","Jennifer Patt",Corporate,Basel-Stadt,Switzerland,EU,Central,OFF-AR-10000444,"Office Supplies",Art,"BIC Highlighters",Blue,17.490,18.93,11.370,1,0,7.56,1.44,Medium,2011,4,39.937
MD-2011-8270,2011-02-10,2011-02-14,"Standard Class","Philisse Overcash","Home Office",Chisinau,Moldova,EMEA,EMEA,OFF-SAN-10002015,"Office Supplies",Art,"Sanford Pens","Water Color",12.960,14.28,7.740,1,0,6.540000000000001,1.32,Medium,2011,4,45.798
ID-2011-28661,2011-02-10,2011-02-13,"Second Class","Michelle Ellison",Corporate,Hubei,China,APAC,"North Asia",OFF-SU-10000178,"Office Supplies",Supplies,"Acme Ruler","Easy Grip",8.185,9.165,16.890,1,0.5,-7.725000000000001,0.98,High,2011,3,-84.288
SF-2011-8180,2011-02-10,2011-02-15,"Second Class","John Huston",Consumer,"Eastern Cape","South Africa",Africa,Africa,OFF-IBI-10001772,"Office Supplies",Binders,"Ibico Index Tab",Clear,7.530,8.370000000000001,5.280,1,0,3.09,0.84,Medium,2011,5,36.918
MD-2011-8270,2011-02-10,2011-02-14,"Standard Class","Philisse Overcash","Home Office",Chisinau,Moldova,EMEA,EMEA,OFF-ACC-10002834,"Office Supplies",Fasteners,"Accos Thumb Tacks","12 Pack",12.280,13.11,8.670,1,0,4.44,0.83,Medium,2011,4,33.867
UG-2011-9740,2011-02-10,2011-02-13,"First Class","Mary O'Rourke",Consumer,Kampala,Uganda,Africa,Africa,OFF-CAR-10001911,"Office Supplies",Binders,"Cardinal Binder Covers",Clear,3.048,3.438,8.490,1,0.7,-5.051999999999999,0.39,High,2011,3,-146.946
ZI-2011-9280,2011-02-11,2011-02-15,"Standard Class","Anna Häberlin",Corporate,Bulawayo,Zimbabwe,Africa,Africa,TEC-HEW-10000930,Technology,Copiers,"Hewlett Ink",Digital,27.916,444.96,816.000,10,0.7,-371.0399999999997,16.58,High,2011,4,-83.387
IR-2011-6140,2011-02-11,2011-02-13,"Second Class","Lisa DeCherney",Consumer,Gilan,Iran,EMEA,EMEA,TEC-SAM-10000765,Technology,Phones,"Samsung Signal Booster","Full Size",122.390,137.88,71.700,1,0,66.17999999999999,15.49,Critical,2011,2,47.998
MX-2011-130981,2011-02-11,2011-02-15,"Standard Class","Steve Nguyen","Home Office",Parana,Brazil,LATAM,South,TEC-CO-10001040,Technology,Copiers,"Canon Personal Copier",Laser,83.214,189.93936,108.520,2,0.002,81.41936,11.756,High,2011,4,42.866
IR-2011-6140,2011-02-11,2011-02-13,"Second Class","Lisa DeCherney",Consumer,Gilan,Iran,EMEA,EMEA,OFF-SME-10004247,"Office Supplies",Storage,"Smead Shelving","Single Width",42.150,48.96,26.940,1,0,22.02,6.81,Critical,2011,2,44.975
ZI-2011-9280,2011-02-11,2011-02-15,"Standard Class","Anna Häberlin",Corporate,Bulawayo,Zimbabwe,Africa,Africa,OFF-FIS-10000063,"Office Supplies",Supplies,"Fiskars Box Cutter","Easy Grip",5.152,66.852,122.580,6,0.7,-55.728,5.99,High,2011,4,-83.360
ZI-2011-9280,2011-02-11,2011-02-15,"Standard Class","Anna Häberlin",Corporate,Bulawayo,Zimbabwe,Africa,Africa,OFF-ROG-10003993,"Office Supplies",Storage,"Rogers File Cart","Single Width",36.879,84.97800000000001,209.640,2,0.7,-124.66199999999998,5.61,High,2011,4,-146.699
IN-2011-60917,2011-02-11,2011-02-15,"Standard Class","Sung Pak",Corporate,Karnataka,India,APAC,"Central Asia",OFF-BI-10001659,"Office Supplies",Binders,"Cardinal Index Tab",Clear,4.340,21.78,17.910,3,0,3.87,2.92,High,2011,4,17.769
ZI-2011-9280,2011-02-11,2011-02-15,"Standard Class","Anna Häberlin",Corporate,Bulawayo,Zimbabwe,Africa,Africa,FUR-ADV-10004718,Furniture,Furnishings,"Advantus Light Bulb","Duo Pack",4.649,12.078,32.220,2,0.7,-20.142,1.39,High,2011,4,-166.766
CA-2011-127614,2011-02-12,2011-02-16,"Standard Class","Natalie Fritzler",Consumer,Virginia,"United States",US,South,FUR-TA-10003715,Furniture,Tables,"Hon 2111 Invitation Series Corner Table","Hon 2111 Invitation Series Corner Table",-3.570,1256.22,1180.847,6,0,75.37319999999994,212.94,High,2011,4,6.000
MO-2011-7930,2011-02-12,2011-02-14,"First Class","Eric Murdock",Consumer,"Grand Casablanca",Morocco,Africa,Africa,FUR-SAF-10001136,Furniture,Chairs,"SAFCO Swivel Stool",Adjustable,-31.110,681.7200000000001,354.600,4,0,327.12,201.54,Critical,2011,2,47.985
CA-2011-127614,2011-02-12,2011-02-16,"Standard Class","Natalie Fritzler",Consumer,Virginia,"United States",US,South,TEC-AC-10001432,Technology,Accessories,"Enermax Aurora Lite Keyboard","Enermax Aurora Lite Keyboard",39.790,234.45,131.292,3,0,103.15800000000004,38.36,High,2011,4,44.000
CA-2011-168368,2011-02-12,2011-02-16,"Second Class","Guy Armstrong",Consumer,Missouri,"United States",US,Central,FUR-FU-10002298,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats","Lip 20" x 11" -90 Degree Angle",92.430,332.94,279.670,3,0,53.2704,18.55,Medium,2011,4,16.000
MO-2011-7930,2011-02-12,2011-02-14,"First Class","Eric Murdock",Consumer,"Grand Casablanca",Morocco,Africa,Africa,OFF-SME-10000520,"Office Supplies",Storage,"Smead Shelving","Wire Frame",35.520,48,25.920,1,0,22.08,12.48,Critical,2011,2,46.000
CA-2011-168368,2011-02-12,2011-02-16,"Second Class","Guy Armstrong",Consumer,Missouri,"United States",US,Central,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair",Gray,50.820,60.89,45.668,1,0,15.222499999999997,10.07,Medium,2011,4,24.999
MO-2011-7930,2011-02-12,2011-02-14,"First Class","Eric Murdock",Consumer,"Grand Casablanca",Morocco,Africa,Africa,OFF-EAT-10002789,"Office Supplies",Paper,"Eaton Computer Printout Paper",Recycled,17.490,26.46,15.090,1,0,11.37,8.97,Critical,2011,2,42.971
MO-2011-7930,2011-02-12,2011-02-14,"First Class","Eric Murdock",Consumer,"Grand Casablanca",Morocco,Africa,Africa,OFF-FEL-10004117,"Office Supplies",Storage,"Fellowes Trays",Blue,48.420,57.39,53.400,1,0,3.99,8.97,Critical,2011,2,6.952
CA-2011-168368,2011-02-12,2011-02-16,"Second Class","Guy Armstrong",Consumer,Missouri,"United States",US,Central,OFF-ST-10002583,"Office Supplies",Storage,"Fellowes Neat Ideas Storage Cubes","Fellowes Neat Ideas Storage Cubes",25.700,64.96,62.362,2,0,2.598399999999998,6.78,Medium,2011,4,3.999
CA-2011-168368,2011-02-12,2011-02-16,"Second Class","Guy Armstrong",Consumer,Missouri,"United States",US,Central,OFF-BI-10004654,"Office Supplies",Binders,"VariCap6 Expandable Binder","VariCap6 Expandable Binder",13.780,51.900000000000006,27.507,3,0,24.393,3.52,Medium,2011,4,47.000
CA-2011-127614,2011-02-12,2011-02-16,"Standard Class","Natalie Fritzler",Consumer,Virginia,"United States",US,South,OFF-BI-10003291,"Office Supplies",Binders,"Wilson Jones Leather-Like Binders with DublLock Round Rings","Wilson Jones Leather-Like Binders with DublLock Round Rings",7.260,17.46,9.254,2,0,8.206199999999999,1.47,High,2011,4,46.999
CA-2011-168368,2011-02-12,2011-02-16,"Second Class","Guy Armstrong",Consumer,Missouri,"United States",US,Central,OFF-LA-10004853,"Office Supplies",Labels,"Avery 483","Avery 483",3.860,14.94,8.068,3,0,6.8724,1.12,Medium,2011,4,45.997
IN-2011-73734,2011-02-12,2011-02-19,"Standard Class","Michael Granlund","Home Office",Telangana,India,APAC,"Central Asia",OFF-BI-10004440,"Office Supplies",Binders,"Cardinal Binder",Economy,12.860,13.829999999999998,10.530,1,0,3.3000000000000003,0.97,Medium,2011,7,23.861
CA-2011-168368,2011-02-12,2011-02-16,"Second Class","Guy Armstrong",Consumer,Missouri,"United States",US,Central,OFF-BI-10004728,"Office Supplies",Binders,"Wilson Jones Turn Tabs Binder Tool for Ring Binders","Wilson Jones Turn Tabs Binder Tool for Ring Binders",4.490,9.64,5.206,2,0,4.4344,0.33,Medium,2011,4,45.996
US-2011-110674,2011-02-13,2011-02-19,"Standard Class","Sanjit Chand",Consumer,California,"United States",US,West,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair",Gray,61.524,129.568,153.862,2,0.2,-24.29400000000002,3.26,Medium,2011,6,-18.750
RS-2011-3350,2011-02-14,2011-02-16,"Second Class","Muhammed MacIntyre",Corporate,Bashkortostan,Russia,EMEA,EMEA,TEC-CAN-10000932,Technology,Copiers,"Canon Fax Machine",Color,33.640,1279.32,959.520,4,0,319.79999999999995,286.19,Critical,2011,2,24.998
RS-2011-3350,2011-02-14,2011-02-16,"Second Class","Muhammed MacIntyre",Corporate,Bashkortostan,Russia,EMEA,EMEA,FUR-ELD-10004384,Furniture,Furnishings,"Eldon Frame",Black,-4.960,465,334.800,4,0,130.2,121.21,Critical,2011,2,28.000
RS-2011-3350,2011-02-14,2011-02-16,"Second Class","Muhammed MacIntyre",Corporate,Bashkortostan,Russia,EMEA,EMEA,TEC-BRO-10002103,Technology,Copiers,"Brother Ink",Color,66.280,297.48,151.740,2,0,145.74,82.46,Critical,2011,2,48.992
IN-2011-85284,2011-02-14,2011-02-18,"Standard Class","Katrina Bavinger","Home Office","New South Wales",Australia,APAC,Oceania,TEC-PH-10001187,Technology,Phones,"Cisco Signal Booster","with Caller ID",120.180,607.3199999999999,492.000,4,0,115.32,31.65,Medium,2011,4,18.988
IN-2011-85284,2011-02-14,2011-02-18,"Standard Class","Katrina Bavinger","Home Office","New South Wales",Australia,APAC,Oceania,OFF-ST-10000210,"Office Supplies",Storage,"Tenex Lockers","Wire Frame",172.840,406.44,227.640,2,0,178.8,30.38,Medium,2011,4,43.992
NG-2011-830,2011-02-14,2011-02-18,"Standard Class","Jasper Cacioppo",Consumer,Niamey,Niger,Africa,Africa,OFF-SAN-10001546,"Office Supplies",Paper,"SanDisk Computer Printout Paper",Recycled,1.250,237.6,130.800,8,0,106.8,28.45,High,2011,4,44.949
MX-2011-106803,2011-02-14,2011-02-19,"Standard Class","Laurel Beltran","Home Office",Holguín,Cuba,LATAM,Caribbean,TEC-PH-10001298,Technology,Phones,"Motorola Office Telephone",VoIP,27.760,191.6,178.240,4,0,13.36,20.14,High,2011,5,6.973
IN-2011-11350,2011-02-14,2011-02-18,"Standard Class","Toby Gnade",Consumer,Liaoning,China,APAC,"North Asia",OFF-AR-10003613,"Office Supplies",Art,"Sanford Canvas",Easy-Erase,34.500,253.95,177.900,5,0,76.05000000000001,16.29,Medium,2011,4,29.947
SG-2011-4160,2011-02-14,2011-02-18,"Second Class","Toby Carlisle",Consumer,Dakar,Senegal,Africa,Africa,OFF-GLO-10002982,"Office Supplies",Envelopes,"GlobeWeis Mailers","Set of 50",23.320,77.1,76.380,2,0,0.72,15.23,High,2011,4,0.934
MX-2011-106803,2011-02-14,2011-02-19,"Standard Class","Laurel Beltran","Home Office",Holguín,Cuba,LATAM,Caribbean,OFF-SU-10004662,"Office Supplies",Supplies,"Elite Scissors",Serrated,-0.501,76.91999999999999,52.320,6,0,24.599999999999994,13.321000000000002,High,2011,5,31.981
IN-2011-11350,2011-02-14,2011-02-18,"Standard Class","Toby Gnade",Consumer,Liaoning,China,APAC,"North Asia",FUR-FU-10002598,Furniture,Furnishings,"Tenex Photo Frame",Durable,37.340,146.61,85.050,3,0,61.56,11.53,Medium,2011,4,41.989
MX-2011-106803,2011-02-14,2011-02-19,"Standard Class","Laurel Beltran","Home Office",Holguín,Cuba,LATAM,Caribbean,OFF-ST-10001954,"Office Supplies",Storage,"Rogers Shelving","Wire Frame",31.187,81.6,58.760,2,0,22.84,9.613,High,2011,5,27.990
MX-2011-106803,2011-02-14,2011-02-19,"Standard Class","Laurel Beltran","Home Office",Holguín,Cuba,LATAM,Caribbean,TEC-AC-10003927,Technology,Accessories,"Belkin Numeric Keypad",Bluetooth,30.263,77.28,44.080,2,0,33.2,8.376999999999999,High,2011,5,42.961
IN-2011-85284,2011-02-14,2011-02-18,"Standard Class","Katrina Bavinger","Home Office","New South Wales",Australia,APAC,Oceania,OFF-SU-10000079,"Office Supplies",Supplies,"Fiskars Trimmer",Serrated,32.090,156.00000000000003,129.480,4,0,26.52,6.91,Medium,2011,4,17.000
IN-2011-22662,2011-02-14,2011-02-16,"Second Class","Deborah Brumfield","Home Office","Hong Kong","Hong Kong",APAC,"North Asia",OFF-FA-10003318,"Office Supplies",Fasteners,"Stockwell Clamps","Bulk Pack",12.530,57.69,52.560,3,0,5.13,6.7,Medium,2011,2,8.892
IN-2011-22662,2011-02-14,2011-02-16,"Second Class","Deborah Brumfield","Home Office","Hong Kong","Hong Kong",APAC,"North Asia",TEC-PH-10001640,Technology,Phones,"Motorola Office Telephone","Full Size",66.710,73.05,43.110,1,0,29.94,6.34,Medium,2011,2,40.986
ES-2011-2543443,2011-02-14,2011-02-19,"Second Class","Helen Andreada",Consumer,Valenciana,Spain,EU,South,OFF-AR-10003450,"Office Supplies",Art,"BIC Markers",Blue,23.750,26.43,25.920,1,0,0.51,2.68,Medium,2011,5,1.930
IN-2011-85284,2011-02-14,2011-02-18,"Standard Class","Katrina Bavinger","Home Office","New South Wales",Australia,APAC,Oceania,OFF-BI-10004121,"Office Supplies",Binders,"Avery Index Tab",Durable,4.580,26.76,21.720,4,0,5.04,2.11,Medium,2011,4,18.834
SG-2011-4160,2011-02-14,2011-02-18,"Second Class","Toby Carlisle",Consumer,Dakar,Senegal,Africa,Africa,OFF-AVE-10000608,"Office Supplies",Binders,"Avery Index Tab",Economy,5.800,15.66,9.240,2,0,6.42,2.03,High,2011,4,40.996
RS-2011-4710,2011-02-14,2011-02-20,"Standard Class","Toby Braunhardt",Consumer,Kaluga,Russia,EMEA,EMEA,OFF-SAN-10004881,"Office Supplies",Art,"Sanford Pencil Sharpener",Easy-Erase,25.060,27.09,13.560,1,0,13.53,2.03,Low,2011,6,49.945
MX-2011-106803,2011-02-14,2011-02-19,"Standard Class","Laurel Beltran","Home Office",Holguín,Cuba,LATAM,Caribbean,OFF-AR-10004173,"Office Supplies",Art,"Stanley Pens",Easy-Erase,5.099,13.760000000000002,7.600,2,0,6.16,1.781,High,2011,5,44.767
ES-2011-2543443,2011-02-14,2011-02-19,"Second Class","Helen Andreada",Consumer,Valenciana,Spain,EU,South,OFF-ST-10002151,"Office Supplies",Storage,"Eldon Box",Blue,8.444,9.233999999999998,7.620,1,0.1,1.6140000000000003,0.79,Medium,2011,5,17.479
SF-2011-6380,2011-02-15,2011-02-16,"First Class","Pete Armstrong","Home Office",Gauteng,"South Africa",Africa,Africa,OFF-SME-10000746,"Office Supplies",Storage,"Smead Lockers",Industrial,-223.350,2784.5999999999995,2005.080,14,0,779.5199999999999,422.25,Critical,2011,1,27.994
IN-2011-75890,2011-02-15,2011-02-19,"Standard Class","Jeremy Ellison",Consumer,Saitama,Japan,APAC,"North Asia",FUR-BO-10004852,Furniture,Bookcases,"Sauder Classic Bookcase",Traditional,254.380,1743.96,1098.720,4,0,645.24,181.61,Medium,2011,4,36.999
ID-2011-47575,2011-02-15,2011-02-21,"Standard Class","Christopher Martinez",Consumer,"National Capital",Philippines,APAC,"Southeast Asia",TEC-PH-10001921,Technology,Phones,"Nokia Signal Booster","with Caller ID",-25.635,921.375,1093.500,9,0.25,-172.125,128.01,Low,2011,6,-18.681
ID-2011-47575,2011-02-15,2011-02-21,"Standard Class","Christopher Martinez",Consumer,"National Capital",Philippines,APAC,"Southeast Asia",TEC-CO-10000865,Technology,Copiers,"Brother Fax Machine",High-Speed,87.251,1235.286,1691.460,6,0.35,-456.174,118.63,Low,2011,6,-36.929
IT-2011-1044550,2011-02-15,2011-02-20,"Standard Class","Gary Zandusky",Consumer,Overijssel,Netherlands,EU,Central,FUR-BO-10004129,Furniture,Bookcases,"Sauder Classic Bookcase",Pine,140.490,874.6800000000001,1452.000,4,0.5,-577.32,78.18,Medium,2011,5,-66.004
IT-2011-3264984,2011-02-15,2011-02-21,"Standard Class","Tracy Poddar",Corporate,Andalusía,Spain,EU,South,FUR-CH-10002891,Furniture,Chairs,"Hon Executive Leather Armchair",Adjustable,303.008,727.536,809.400,2,0.2,-81.86399999999998,60.76,Medium,2011,6,-11.252
